date,number,title,url,desc,guests
2015-04-20,346,That Is Wild,http://www.earwolf.com/episode/that-is-wild/,"Proud Canadian Tom Green makes his first appearance as wonderful co-host/high school graduate Trabitha Tarteen joins Scott on this week’s Comedy Bing Bong! Tom takes us through the seasons, gives us some great Halloween costume advice, and shares his passion for tech while talking about his interactive web-o-vision show. Then, therapist Gale Burbiglia stops by all the way from Burbank to heal everyone by helping them better acquainted with their inner child.","Tom Green, Mary Holland, Erin Whitehead"
2015-04-23,347,Foley Slumber Party,http://www.earwolf.com/episode/foley-slumber-party/,"Kevin Pollak, director of the new documentary Misery Loves Comedy finally makes his first appearance on today’s emergency B-B-B-ONUS-S-S Comedy Bing Bong! Ever wanted to know why comedians do what they do? What about helpful tips to get out of jury duty? Well, you’ll hear all about that plus some incredible foley work from foley artist Andy Pappage. Also, there might be a special surprise phone call from a certain star of Kroll Show!","Kevin Pollak, Seth Morris, Nick Kroll"
2015-04-27,348,Is Y’all My Daddy?,http://www.earwolf.com/episode/is-yall-my-daddy/,"Y’all hear ’em sireens? That’s right Cameron Esposito of Put Your Hands Together is back along with her new legal guardian vigilante J.W. Stillwater! They’ll tell us all about living together, pitching projects in Hollywood, and J.W.’s missing father. Later, pool man to the stars, Jim Chambers comes in to studio to test the pH balance of the waters. However, he looks strangely familiar to J.W. Stillwater. Could this be Professor Stillwater in disguise!? Tune in to find out!","Cameron Esposito, Paul F. Tompkins, Matt Gourley"
2015-05-04,349,The 6th Anniversary Show!,http://www.earwolf.com/episode/the-6th-anniversary-show/,"6 years ago and no score today a comedy podcast was born. My, oh, my how time has flown by! IT’S BEEN 6 years of Comedy Bang! Bang! The Podcast and old friends and new friends stop by to celebrate. Expect to hear from some show favorites like a boss of cakes, a naughty elf, a resurrected Beatle, and a man’s man who might be a duck. But what would a celebration be without some new friends like a wise man who observes and keeps time, a German blast from Scott’s past, a cool dude who is tapped into pop-culture, and a mysterious 11-year-old boy. Join us for this special sexversary!","Paul F. Tompkins, Lauren Lapkus, Thomas Middleditch, Neil Campbell, Mike Hanford, Joe Wengert, Paul Scheer, Erin Whitehead"
2015-05-11,350,"Helmets, Aqueduct, Crucifixion, and Boobs",http://www.earwolf.com/episode/helmets-aqueduct-crucifixion-boobs/,"Comedy legend Andy Richter of Conan is back to celebrate the 350th episode of Comedy Bing! Bong! Andy tells us about his dating life, how meeting your heroes is sometimes awkward, and the Fast & Furious movies. Then, royal watcher Byron Denniston returns to talk about why he left royal watching only to recently get back into it and does a little royal baby roleplaying with Andy & Scott.","Andy Richter, Andy Daly"
2015-05-18,351,CBB: The Movie,http://www.earwolf.com/episode/cbb-the-movie/,"Sean Clements and Hayes Davenport of the cult hit podcast Hollywood Handbook are finally making their Comedy Bang Bang debut! Sean & Hayes speak on the good ol’ days of baseball, their upcoming film Spies vs. Spies, and the history of phones. Then, actors Bang Rodgers and Hayes’ daughter Hayley Shields stop by to read Hayes & Sean’s Comedy Bang! Bang! movie script.","Sean Clements, Hayes Davenport, Ben Rodgers, Hayley Huntley"
2015-05-25,352,Scrunchy Face,http://www.earwolf.com/episode/scrunchy-face/,"Celebrate Mem Day with Nick Swardson as he tells us all about what it’s like touring in the same bus as Alice Cooper, the groundbreaking topics he covers in his new stand-up special “Taste It,” and life on the West side of LA. Then, Bernie Sanders, junior U.S. Senator from Vermont, stops by to talk about economic justice and the changes that will occur in America if he were elected to be President. Later, personal productivity expert Jacob Cloudy arrives to offer everyone tips on how to maximize their day to day activities. Plus, Bernie shows off his filibuster skills as Would You Rather returns!","Nick Swardson, James Adomian, Will Hines"
2015-06-01,353,Goodbye Reggie!,http://www.earwolf.com/episode/goodbye-reggie/,"We’re here to celebrate a man by the name of Reggie Watts as he bids farewell to the Comedy Bang! Bang! TV show. Joining Scott to say goodbye to Reggie is CBB TV’s Executive Producer and Head Writer Neil Campbell who helps mediate Scott & Reggie’s public conversation on why Reggie is leaving the show and what awaits him in the world of late night television. Also, dropping by is BB-8, the ball droid from the new Star Wars film to wish Reggie farewell, tell us all about the new Star Wars film, and to throw his hat in the ring to replace Reggie on the show. Plus, Reggie & Neil finally go head to head in the much anticipated and epic Freestyle Rap Battle rematch in CBB history! Tune into the special Goodbye Reggie Watts episode of CBB TV this Thursday (June 4th) at 10:30/9:30 Central on IFC.","Reggie Watts, Neil Campbell, Mike Mitchell"
2015-06-04,354,Solo Bolo: Dos Lo,http://www.earwolf.com/episode/solo-bolo-dos-lo/,"One year ago, Ben Schwartz aka Benny Schwaz of Liar House joined Scott for a very special SOLO BOLO episode of Comedy Bang! Bang! and now it’s happening again! Expect characters, lip synch battles, and of course singing between bros. So sit tight because everything is alright because when it comes to SOLO BOLO all bets are off (and on) baby!",Ben Schwartz
2015-06-08,355,Kid Detectives,http://www.earwolf.com/episode/kid-detectives/,"Lauren Lapkus and Thomas Middleditch go way back to their days of performing together in Chicago and now they’re back at it again on a new Comedy Bing Bong! We’ll hear if Lauren will be playing a dinosaur in Jurassic World, the TBS Clipped situation, what Thomas’ schedule looks like for the next season of Silicon Valley, and high school make-out stories. Later, kid detectives JJ and Murphy O’Malaman stop by to gather clues on their latest case.","Lauren Lapkus, Thomas Middleditch"
2015-06-15,356,Heynong Man,http://www.earwolf.com/episode/heynong-man/,"Jason “Zouks” Mantzoukas is back baby! J-Man talks to Scott about possibly taking over CBB if he happens to perish, his dating life, and his new podcast called “Talkin’ ‘Tang.” But heynong man, old friend Mike the Janitor also returns from cleaning up the Earwolf sauna to ask listeners to support his online campaign to finally clean up that Garbage Island in the Pacific.","Jason Mantzoukas, Paul F. Tompkins"
2015-06-22,357,Modern Anti-Comedy,http://www.earwolf.com/episode/modern-anti-comedy/,"Natasha Leggero and Jeremy Konner of Comedy Central’s Another Period are here to give us all the juicy details about the fake reality show set in 1902, who’s first on the call sheet, and how they got Snoop Dogg to sing the theme song. Then, our old friends Victor and Tiny return to tell us about the new bits they’ve been working on exclusively for Caesars Palace. Finally, Mrs. Potts the former teapot from Beauty and the Beast stops by to ask for help on how to get back to her old life as a teapot.","Natasha Leggero, Jeremy Konner, Brendon Small, Betsy Sodaro"
2015-06-25,358,Freddie Mercury To Me,http://www.earwolf.com/episode/freddie-mercury-to-me/,"Beck Bennett of SNL and Good Neighbor joins the first timer club as he runs laps around the room on today’s B-B-B-ONUS Comedy Bing Bong! Beck tells us all about his new movie Balls Out, the ins and outs of flag football, and playing a villain. Then, Finnish casino owner Alfie Kangas arrives to talk about the new feature at his hotel/casino The Fantasia. Plus, Denver Coward, a hooker with a heart of gold makes a quick visit!","Beck Bennett, Mike Hanford, Neil Campbell"
2015-06-29,359,TofuPeople,http://www.earwolf.com/episode/tofupeople/,"The stars of The Meltdown with Jonah & Kumail, Jonah Ray & Kumail Nanjiani are back to bless us with math magic on today’s Comedy Bing Bong! Our old friend Shelly Driftwood stops by as well to tell us all about his new book series based on O.J. Simpson and a new underground highway he’s working on. Later, Elaine the Dragon swoops in to talk about what it’s like being a dragon actor in Hollywood. Plus, Would You Rather is back in time to close out June!","Kumail Nanjiani, Jonah Ray, Horatio Sanz, Erin Whitehead"
2015-07-06,360,Snow Dome,http://www.earwolf.com/episode/snow-dome/,"Never Not Funny’s Jimmy Pardo and SNL alum Paul Brittain are back to reminisce about the good times in the Windy City of Chicago on today’s Comedy Bing Bong! Jimmy also breaks down the rules of his new TV show Race to Escape and Paul tells us about his relationship with his uncle Bob Newhart. Then, high school student Fitch Pender drops by with a smoothie order from International Smoothies Incorporated on Sunset but before leaving he shares some interesting information about his boss that may lead us to believe that he may be dangerous.","Jimmy Pardo, Paul Brittain"
2015-07-09,361,Waiting for Infinnerty,http://www.earwolf.com/episode/waiting-for-infinnerty/,"Dan Finnerty of The Dan Band makes his first appearance along with the return of intern Gino Lambardo on today’s B-B-B-ONUS Comedy Bang! Bang! Dan gives us the 100 percent scoop on his new album The Wedding Album, tells us about his “Total Eclipse of the Heart” legacy, and teases us with tracks off his album. Later, Ton Liman, the Under Secretary for Water Conversation Council for the San Joaquin River Basin slowly but surely stops by to share all we need to know about the serious issues due to the California drought.","Dan Finnerty, Jon Gabrus, John Gemberling"
2015-07-13,362,RomanTig,http://www.earwolf.com/episode/romantig/,"Tig Notaro and Stephanie Allynne of the new Netflix docu “Tig” are on today’s Comedy Bing Bong! They take us step by step on how they became engaged, give us the scoop on how the docu “Tig” became a reality, and tell us how they first met during one of the most challenging times in Tig’s life. Then, movie star Vin Diesel stops by to promote the release of his film Furious 7. Later, Dorothea Shirley, a 76-year-old woman arrives to seek help with a personal problem. This episode is a Good One.","Tig Notaro, Stephanie Allynne, Mookie Blaiklock"
2015-07-20,363,Wet Hot Crew,http://www.earwolf.com/episode/wet-hot-crew/,"In 2001, Wet Hot American Summer came out and the world was never the same. Now a new series by the name of Wet Hot American Summer: First Day of Camp is coming to Netflix and director and co-creator David Wain has brought Rich Sommer, Molly Shannon, and Marguerite Moreau aka the Wet Hot Crew/Club to celebrate! We’ll get some hot ‘sclusies, a possibly canon appearance from Harry Crane, and hear sounds of the first Wet Hot baby during a game of Would You Rather!","David Wain, Molly Shannon, Rich Sommer, Marguerite Moreau"
2015-07-23,364,The Marm of Smarm Returns,http://www.earwolf.com/episode/the-marm-of-smarm-returns/,Comedy’s own Michael Ian Black aka The Marm of Smarm returns along with Scott’s nephew Todd on a special B-B-BONUS episode of Comedy Bing Bong! Why is MIB in everything from Smosh: The Movie to Another Period to Wet Hot American Summer: First Day of Camp? Who were MIB and Todd’s first crushes? Will Riddle Me This go as smoothly as it always does? Tune in to find out!,"Michael Ian Black, Lauren Lapkus"
